"UID","TN","TP","SITE_ID","DATE_COL","AGGR_ECO9_2015","LON_DD83","LAT_DD83","MMI","CHLA","ELEVMAX","ELEVMEAN","ELEVMIN","POPDEN","ROADDEN","AG_PCT","URBAN_PCT","FOREST_PCT","WETLAND_PCT","SHRUB_GRASS_PCT","WS_AREA","NDEP","DEPTH","aqveg","Rveg","Type","PrecipNorm","TMAX","TMIN","Tsummer","PrecipSummer","PrecipWinter"
14392,652,96.6213,"FW08OK099","11-Aug-09","SPL",-96.21007824,35.75564974,26.02,26.2933,316.653,260.718,216.057,7.543,0.297,16.926,2.708,46.013,0,33.672,36.896,4.608231544,0.3473,2.7272727,31.6287878666667,"Stream",1054.18994140625,22.0300006866455,9.27000045776367,23.6749996185303,86.3800010681152,38.4300003051758
14416,1903,285.7188,"FW08OK018","22-Sep-09","SPL",-97.42192041,36.9580016,34.75,17.8252,609.863,430.766,312.266,2.826,1.326,61.145,4.422,1.68,0.807,31.127,3969.012,3.61737418,2.386,0,98.75,"Stream",880.820007324219,21.4699993133545,8.52999973297119,23.2439994812012,116.704000091553,17.7099996407827
14417,608,79.9675,"FW08OK025","21-Sep-09","SPL",-98.12901078,36.05503102,8.85,32.44,2630.21,929.908,322.029,2.138,1.007,37.822,3.362,3.377,0.412,54.483,34856.742,2.77543313,0.4184,0,55.7196969666667,"Stream",828.309997558594,22.1900005340576,8.80000019073486,24.2659999847412,79.8960006713867,9.88333360354106
14418,657,125.9719,"FW08OK062","30-Sep-09","TPL",-95.56893957,36.10905389,19.03,3.3325,511.857,282.069,155.582,22.19,1.338,32.727,6.466,15.421,0.351,43.054,20358.077,5.470444971,9.155,26.8181818,80.5681818333333,"Stream",1099.88000488281,21.7000007629395,9.17000007629395,23.6649997711182,117.942000579834,39.1766662597656
14421,1069,81.42,"FW08OK006","21-Jul-09","SPL",-96.72084415,34.24833235,44.27,13.7943,356.308,279.705,204.121,4.398,1.105,9.952,3.646,43.677,0,42.032,81.87,4.183492456,0.3896,2.7272727,32.9166666666667,"Stream",1044.5400390625,23.2999992370605,10.539999961853,24.7390003204346,121.311999511719,28.3999999364217
14422,1312,260.3113,"FW08OK009","9-Jun-09","SPL",-98.87602324,34.99997433,5.88,9.1,455.056,442.773,424.829,0.552,1.184,77.266,3.404,0.574,0,18.651,15.522,4.003143787,0.3011510791,0.4545455,37.3106060666667,"Stream",772.010009765625,22.75,9.30000019073486,24.77799949646,91.3400032043457,5.65666667620341
14423,222,4.56,"FW08OK017","22-Jun-09","SPL",-99.51524625,35.92581878,19.6,0.516,4167.21,1504.49,583.268,2.699,0.623,4.301,1.26,9.273,0.487,84.245,59953.111,2.26287005,0.2951,1.8181818,25.0757575666667,"Stream",675.070007324219,21.75,7.42000007629395,23.3270000457764,56.3420001983643,3.46999990940094
14424,1438,343.8038,"FW08OK022","8-Jul-09","SPL",-95.79264839,35.39935951,26.25,46.84,2649.18,876.257,178.424,15.311,1.191,30.375,5.412,4.49,0.143,59.055,39382.981,2.751483575,0.9489795918,0.4545455,55.3787878666667,"Stream",1129.98999023438,22.1900005340576,9.97000026702881,24.1770004272461,118.808000183105,41.9099998474121
14425,814,61.489,"FW08OK024","8-Jun-09","SPL",-99.13021326,35.53000044,21.45,1.04,937.592,673.132,467.892,1.302,0.908,9.268,2.653,0.81,0.051,86.188,4023.27,3.413684585,0.6487,0,46.3257575666667,"Stream",759.799987792969,22.4099998474121,8.68000030517578,24.0699996948242,72.9520004272461,6.01000014940898
14426,365,62.5175,"FW08OK026","2-Sep-09","SAP",-95.12159034,34.63573081,44.12,9.8489,811.471,313.41,175.98,4.837,0.795,15.053,3.138,73.696,0.966,6.855,928.969,4.936090452,1.1739,11.5909091,59.4318181666667,"Stream",1284.80004882812,23.1700000762939,9.67000007629395,23.6600002288818,143.672002410889,47.9333330790202
14427,1146,228.7294,"FW08OK027","17-Aug-09","SPL",-97.86391004,35.92491272,1.12,58.4,2630.21,887.002,300.171,2.458,1.043,39.649,3.514,3.301,0.38,52.601,37758.151,2.853161044,0.4257,0,26.2121212,"Stream",880.809997558594,22.2299995422363,9.19999980926514,24.421000289917,92.9100028991699,15.0833331743876
14428,2173,603.3938,"FW08OK028","16-Jun-09","SPL",-99.02375474,34.59158644,44.42,8.3667,744.735,453.346,396.393,4.37,1.279,42.444,5.71,3.393,1.011,43.967,595.426,3.987236234,0.7116,0,24.6212121333333,"Stream",750.179992675781,23.6200008392334,9.76000022888184,25.4729995727539,79.7400011062622,5.58333325386047
14429,368,17.9113,"FW08OK031","18-May-09","SPL",-101.6767779,36.69695072,13.92,1.648,2649.18,1371.33,954.184,0.77,0.895,15.981,2.381,0.964,0.166,80.446,5472.668,2.084428414,0.5201,87.5,47.0833333333333,"Stream",459.899993896484,21.3899993896484,5.42000007629395,22.2919998168945,48.0780006408691,4.22333319981893
14430,1184,146.6475,"FW08OK032","20-Jul-09","SPL",-96.70688317,34.22208277,13.17,90.24,937.592,444.332,190.24,7.726,1.202,25.708,4.729,11.205,0.066,57.048,19382.831,3.979651019,1.443939394,0,63.0681818333333,"Stream",1055.35998535156,23.3600006103516,10.5,24.9419994354248,117.913999938965,29.490000406901
14431,554,95.6813,"FW08OK034","1-Sep-09","CPL",-95.54935998,33.91221628,39.43,17.824,1515.59,552.345,115.878,9.298,1.072,25.63,4.525,9.108,0.294,58.886,114644.063,3.788070131,1.5778,0,49.2045454666667,"Stream",1190.2099609375,23.6700000762939,11.25,24.8979999542236,144.634000015259,32.6766675313314
14432,514,19.3888,"FW08OK036","23-Jun-09","SPL",-98.70209373,35.81454548,59.42,5.7018,4167.21,1471.13,468.077,2.631,0.628,4.699,1.362,9.297,0.469,83.735,62262.394,2.312837514,0.2698,0.4545455,43.4090909,"Stream",773.969970703125,21.8799991607666,8.71000003814697,23.8610000610352,79.2639999389648,8.05666669209798
14433,901,317.6138,"FW08OK038","10-Aug-09","SPL",-95.9353442,35.56873188,29.13,69.28,410.023,273.439,180.618,39.675,1.693,14.577,8.179,38.824,0.033,37.196,5660.881,4.358075776,2.189,0,83.9393939333333,"Stream",1098.53002929688,22.2099990844727,9.38000011444092,24.0620002746582,99.3580009460449,56.75
14434,1759,1251.088,"FW08OK039","13-Jul-09","SPL",-97.56341931,35.23731668,3.55,44.04,4167.21,1422.64,341.5,3.648,0.671,6.575,1.61,9.313,0.447,81.586,65415.333,2.395968997,0.2388,0,22.2727272666667,"Stream",934.460021972656,22.1900005340576,10.1099996566772,24.2709995269775,107.610000228882,18.5766665140788
14435,449,10.1938,"FW08OK040","23-Jun-09","SPL",-99.04912543,35.91078019,39.07,2.162,4167.21,1485.47,522.066,2.655,0.624,4.391,1.311,9.219,0.476,84.168,61308.811,2.291422155,0.308,0,29.6969697,"Stream",722.320007324219,21.9200000762939,8.1899995803833,23.832999420166,70.8879997253418,3.03666671117147
14436,2365,528.2994,"FW08OK043","26-Aug-09","SPL",-96.77401711,34.90045489,23.73,23.76,4167.21,1393.12,261.304,5.249,0.705,7.034,1.8,9.705,0.435,80.519,67244.416,2.44680918,0.6857,0,70.4545454666667,"Stream",1039.52001953125,22.7399997711182,9.76000022888184,24.0899993896484,105.265998840332,32.8933347066244
14437,3300,1518.45,"FW08OK047","24-Aug-09","SPL",-97.97638696,33.91157516,28.4,4.16,1515.59,692.216,240.592,8.956,1.039,27.484,4.333,2.485,0.335,64.257,70444.084,3.636073141,0.6129,0,37.3106060666667,"Stream",844.919982910156,24.3400001525879,10.460000038147,25.4050003051758,79.9380004882812,9.96666669845581
14438,864,114.4038,"FW08OK050","9-Sep-09","CPL",-95.1187914,33.91451122,38.27,17.1,1515.59,535.149,108.231,9.239,1.065,25.549,4.487,11.474,0.383,56.478,120861.464,3.832278358,1.4318,0,32.3863636333333,"Stream",1271.42004394531,23.3500003814697,10.7200002670288,24.4479999542236,184.997996520996,51.7799987792969
14439,1026,157.18,"FW08OK052","9-Jun-09","SPL",-99.21886928,35.14814072,29.25,12.16,695.834,566.175,481.817,23.26,1.907,39.143,7.109,1.743,0.049,51.404,506.707,3.72744501,0.4281,0.4545455,31.7045454666667,"Stream",738.25,22.6800003051758,9.17000007629395,24.4529998779297,88.4899993896484,5.64666660626729
14440,927,139.8631,"FW08OK056","15-Jun-09","SPL",-99.05911251,34.20407335,12.62,32.1867,1515.59,797.616,337.545,6.125,0.994,28.49,4.069,1.795,0.42,64.401,51957.951,3.563369231,0.7206,0,26.7045454666667,"Stream",740.450012207031,24.25,10.2299995422363,25.9389995574951,90.1939994812012,8.27333307266235
14441,871,188.9888,"FW08OK057","5-Aug-09","SPL",-97.48599732,36.67840846,36.75,30.34,740.989,456.244,292.725,2.1,1.054,38.932,3.93,1.185,1.017,53.217,10836.96,3.557425539,0.5953,0,28.4469697,"Stream",881.609985351562,21.6399993896484,8.46000003814697,23.5220001220703,96.623999786377,14.89333319664
14442,1021,128.245,"FW08OK058","11-Aug-09","SAP",-94.53748632,35.22723817,20.95,21.28,811.683,238.526,116.277,11.894,1.097,23.855,4.273,62.331,1.033,7.27,4701.644,4.992180514,3.009,0,84.7348485,"Stream",1206.06994628906,22.7000007629395,9.67000007629395,24.1359996795654,138.954000854492,69.4833348592122
14443,1563,146.3825,"FW08OK059","14-Jul-09","SPL",-97.16281216,34.7237468,29.68,45.18,937.592,496.849,254.005,6.713,1.198,29.281,4.571,5.651,0.044,59.457,14010.109,3.893714665,0.6605,0,54.3560606,"Stream",970.909973144531,23.3500003814697,10.2299995422363,24.8530002593994,107.179998779297,23.9233328501383
14444,201,15.0425,"FW08OK074","29-Jun-09","SAP",-94.71441658,34.5312566,47.58,NA,757.932,466.302,256.059,0.469,0.483,0,3.85,91.038,0.424,4.683,126.813,4.978864794,0.3547,0.9090909,51.0227272666667,"Stream",1411.78002929688,22.2800006866455,9.32999992370605,22.8310001373291,173.186001586914,67.646666208903
14458,854,384.0394,"FW08MS042","30-Sep-09","CPL",-90.94759453,32.08681077,14.02,1.744,202.699,92.876,16.581,17.274,1.166,24.298,5.622,45.105,11.477,12.422,8616.911,3.671695379,NA,7.7272727,59.6212121333333,"Stream",1459.11999511719,24.3199996948242,11.960000038147,25.678999710083,111.370003128052,151.823333740234
14489,2005,331.0213,"FW08OK048","15-Jul-09","SPL",-97.30002241,34.96397331,8.88,84.12,4167.21,1407.65,304.297,5.175,0.699,6.834,1.772,9.382,0.441,81.086,66348.893,2.422591467,0.2797,0,33.8257575666667,"Stream",999.5,22.8199996948242,9.93000030517578,24.2610000610352,76.9999992370605,27.4933338165283
14499,308,19.2313,"FW08NM005","13-May-09","SPL",-104.6116874,35.79087538,37.18,1.064,3854.41,2286.25,1728.02,1.716,0.705,1.126,0.482,39.596,0.936,57.381,3366.15,1.473201684,1.0802,12.0454545,18.2196969666667,"Stream",455.690002441406,20.0400009155273,2.13000011444092,18.9459999084473,59.0440002441406,4.29999991257985
14500,669,253.93,"FW08NM008","20-May-09","XER",-106.7424913,34.75014516,44.5,3.64,4361.18,2471.96,1463.83,21.725,1.282,3.426,2.505,38.445,2.372,52.209,37195.066,1.550706586,1.767,0.4545455,58.3712121333333,"Stream",235.610000610352,23.2299995422363,4,22.6860000610352,36.8900005340576,1.39999993642171
14502,606,63.8969,"FW08NM010","21-May-09","WMT",-105.3374556,32.92506696,31.07,1.296,2955.98,2380.65,1768.01,1.867,0.95,0.099,1.052,72.04,0.001,26.808,860.819,1.641788649,0.2821,8.6363636,11.9696969666667,"Stream",442.059997558594,20.6000003814697,3.5699999332428,18.7909996032715,54.1200000762939,4.37666662534078
14504,1398,99.1925,"FW08MN013","11-Jun-09","UMW",-91.72951957,44.13244189,25.98,1.228,647.265,360.841,183.06,30.797,1.631,46.417,6.485,24.9,12.483,4.607,152015.441,3.590042743,3.8895528,7.2727273,37.1590909,"Stream",847.359985351562,13.6700000762939,2.73000001907349,18.2890007019043,80.2259994506836,27.8733339309692
14505,364,27.8463,"FW08NM019","28-May-09","WMT",-108.125506,33.30076771,31.4,3.424,2867.42,2311.95,1873.8,0.022,0.472,0.001,0.217,51.62,0.01,48.133,1818.79,1.01086477,0.3132666667,13.1818182,16.1742424333333,"Stream",412.820007324219,20.7600002288818,0.829999983310699,17.6870004653931,42.8580009460449,14.4000002543132
14506,351,35.1075,"FW08NM022","16-May-09","XER",-108.2114498,36.70792574,51.67,1.232,4280.27,2280.84,1590.81,3.219,0.836,2.612,0.946,36.406,1.171,57.088,15041.285,2.245986138,0.611,2.7272727,39.8863636333333,"Stream",221.259994506836,20.3299999237061,3.0699999332428,21.1690002441406,10.2540001392364,19.2399997711182
14508,348,17.5525,"FW08NM023","20-May-09","SPL",-104.314754,34.00485357,20.62,1.44,3986.93,1687.67,1135.58,1.935,0.647,1.221,0.833,14.628,0.308,82.778,18626.963,1.685720053,0.3715,2.7272727,7.27272726666667,"Stream",343.630004882812,24.2700004577637,6.1100001335144,23.7150001525879,41.3819999694824,1.58333331346512
14509,439,116.8356,"FW08NM024","21-May-09","XER",-106.6580958,35.1680165,59.15,2.48,4361.18,2499,1517.85,10.193,1.167,3.176,1.731,39.579,2.367,52.13,36034.994,1.557017252,1.383,0,53.8636363666667,"Stream",246.740005493164,22.1399993896484,4.13000011444092,22.2850002288818,24.7219997406006,4.87333337465922
14510,1011,525.6919,"FW08NM026","24-May-09","XER",-106.6992517,32.1416941,54.37,3.76,4361.18,2186.66,1164.07,13.145,0.988,2.263,1.75,28.428,1.5,64.809,73403.529,1.419164072,1.144,0,19.8484848333333,"Stream",225.720001220703,25.5900001525879,8.92000007629395,25.7550003051758,21.6520000457764,2.09666665395101
14511,3734,71.15,"FW08NM027","18-May-09","XER",-104.4566034,33.41461952,26.63,6.192,3620.14,1761.74,1061.43,15.557,0.87,1.16,2.415,25.429,0.016,70.954,4192.855,1.653619005,0.2471,5,23.3712121333333,"Stream",327.869995117188,24.6399993896484,6.78000020980835,23.873999786377,49.9999996185303,2.25666666030884
14512,145,97.2238,"FW08NM031","29-May-09","WMT",-108.7623665,33.75785239,30.92,NA,3275.99,2383.37,1788.4,0.694,0.883,0,0.522,79.7,0.245,19.253,812.661,1.014830534,0.2418,3.1818182,17.8030303,"Stream",426.970001220703,21.4300003051758,0.109999999403954,17.6459999084473,57.1719989776611,16.2066663106283
14513,685,282.4919,"FW08NM034","22-May-09","XER",-106.8036844,34.44718761,47.43,2.62,4361.18,2443.47,1440.93,21.561,1.287,3.491,2.534,37.392,2.335,53.203,38684.512,1.545429171,1.867,0,52.5757575666667,"Stream",221.919998168945,23.8400001525879,4.59000015258789,23.4759998321533,32.6379993438721,1.30333336194356
14514,94,48.3769,"FW08NM035","24-May-09","WMT",-108.2088108,33.20253025,49.98,0.568,3317.71,2370.26,1689.47,0.106,0.257,0,0.108,79.82,0.087,19.899,1299.874,1.004679317,0.3556,4.0909091,16.5151515,"Stream",426.470001220703,22.0900001525879,1.95000004768372,18.9740005493164,37.2419998168945,13.8399998346965
14515,247,19.5925,"FW08NM038","13-May-09","XER",-107.9852705,36.69928642,37.68,2.16,4280.27,2316.36,1642.62,2.452,0.809,2.18,0.749,39.382,1.199,54.641,13877.259,2.296952294,0.586,2.7272727,31.8181818333333,"Stream",219.460006713867,20.2900009155273,2.83999991416931,21.1270000457764,14.9200004577637,17.1066665649414
14516,345,9.9263,"FW08NM039","19-May-09","SPL",-104.2347092,34.44391063,22.45,1.208,3986.93,1818.66,1207.6,2.674,0.722,0.25,0.751,20.602,0.386,77.75,13223.504,1.571635111,0.4632,11.3636364,31.2878788,"Stream",380.470001220703,23.5300006866455,5.80999994277954,23.273999786377,45.57200050354,1.68333335717519
14517,590,23.1281,"FW08NM042","25-May-09","XER",-104.3144545,32.5189797,49.08,10.224,3986.93,1594.4,966.876,2.878,0.548,1.221,0.928,12.565,0.385,84.701,46790.457,1.692775422,0.935,8.6363636,24.9242424333333,"Stream",331.589996337891,25.7000007629395,8.75,25.3440002441406,45.4620008468628,1.64666668574015
14518,109,58.8,"FW08NM043","27-May-09","WMT",-108.5708715,32.98809742,28.93,0.912,3317.71,2250.79,1380.83,0.095,0.302,0.026,0.164,69.891,0.107,29.688,5217.401,1.006698869,0.3077,6.8181818,5.9469697,"Stream",350.130004882812,24.3700008392334,4.76999998092651,21.811999130249,43.3220001220703,13.1233335336049
14519,269,68.815,"FW08NM045","6-Jun-09","WMT",-106.6759062,36.35951479,31.53,1.904,3880.96,2509.95,1949.76,0.967,1.072,1.143,0.647,48.751,2.637,45.919,3406.771,1.973421827,1.55,4.5454545,23.2575757666667,"Stream",337.600006103516,18.4099998474121,0.209999993443489,17.7329999923706,39.4660003662109,27.7400002479553
14520,399,84.6513,"FW08NM047","2-Jun-09","XER",-107.2065678,33.14937656,6.77,2.648,4361.18,2246.36,1295.64,13.385,1.003,2.153,1.727,29.789,1.627,63.394,66535.476,1.443745597,1.926,4.5454545,27.8030303,"Stream",263.230010986328,24.8299999237061,7.65000009536743,25.1810005187988,33.5139999389648,0.253333342572053
14521,340,43.5988,"FW08NM048","30-May-09","WMT",-105.1298857,36.54799666,55.13,5.208,3774.45,2807.67,2241.15,3.2,1.085,0.67,1.345,65.271,0.249,31.094,592.729,1.414684658,0.3473,0,43.1439394,"Stream",482.980010986328,16.2199993133545,-1.42999994754791,14.4009998321533,52.1799995422363,22.0066661834717
14522,272,38.645,"FW08NM105","26-May-09","SPL",-105.3650352,35.26512908,51.93,1.096,3986.93,2537.85,1760.87,4.438,1.544,0.162,0.734,79.249,0.525,19.123,1593.011,1.333514982,0.909,0,49.7348485,"Stream",398.679992675781,20.6000003814697,3.20000004768372,19.748999786377,45.3219997406006,6.8966668844223
14525,486,45.8175,"FW08AL003","13-Aug-09","CPL",-87.08381335,31.67663561,34.25,14.256,169.758,148.511,117.596,4.401,0.731,4.142,2.344,76.201,0.132,17.181,5.453,3.495713711,0.39325,14.25,39.6666666666667,"Stream",1462.69995117188,24.4300003051758,12.0500001907349,25.0950000762939,192.290000915527,89.8299992879232
14526,247,24.7256,"FW08AL015","15-Aug-09","CPL",-87.08175172,31.08686327,76.57,0.8554,176.279,85.52,17.942,12.108,0.995,10.988,3.832,60.138,5.261,19.14,1615.485,3.84336974,0.881,0.9090909,39.5833333333333,"Stream",1697.81005859375,25.6599998474121,11.3900003433228,25.3849998474121,144.284001159668,122.519999186198
14527,551,30.6188,"FW08AL021","12-Aug-09","CPL",-85.60881312,31.34380861,69.98,1.4133,193.318,114.491,42.024,11.89,1.162,20.724,4.476,48.971,6.132,18.815,1779.351,3.421777003,0.73,0,55.25,"Stream",1396.7900390625,25.1100006103516,12.3800001144409,26.1409996032715,154.77799987793,100.149996439616
14529,403,31.34,"FW08AL030","11-Aug-09","CPL",-85.76601507,31.86806513,37.4,2.256,199.885,142.468,113.57,2.441,1.354,1.869,3.724,77.228,2.678,13.586,21.307,3.362920761,0.1538,0,33.9015151666667,"Stream",1365.39001464844,24.6299991607666,11.5699996948242,24.9680000305176,151.974002838135,76.2299995422363
14530,12,17.7756,"FW08AL051","16-Aug-09","CPL",-86.90636776,32.18553827,52.37,0.328,138.625,106.571,76.625,0,0.679,0,4.403,80.724,3.327,11.546,1.84,3.1309931,0.1058,0.4545455,41.8650793666667,"Stream",1345.21997070312,24.1499996185303,11.7299995422363,23.9949996948242,165.316000366211,87.8066660563151
14533,185,56.4763,"FW08WY001","27-Jun-09","XER",-110.7466022,41.65267709,19.5,1.04,2481.74,2266.58,2102.22,0,0.404,0,0,5.49,0.258,92.209,85.623,1.1850921,0.1784666667,76.5909091,41.0606060666667,"Stream",288.329986572266,12.1899995803833,-3.03999996185303,13.7499998092651,31.6659992218018,17.5133330027262
14534,719,83.1594,"FW08WY004","15-Jun-09","NPL",-105.1598382,44.10229894,33.87,NA,1841,1480.28,1303.7,0.907,0.276,1.227,0.528,0.212,0.34,95.453,2469.097,1.815276047,0.6237333333,4.0909091,31.9696969666667,"Stream",367.859985351562,14.9700002670288,-0.370000004768372,16.5700000762939,37.0199997901916,11.0833333333333
14535,225,13.6113,"FW08WY007","30-Jun-09","NPL",-106.3399949,43.68250466,31.38,NA,1939.56,1603.75,1333.98,0.322,0.397,0.005,0.621,1.142,0.316,95.195,2084.383,1.921352113,0.3425,3.1818182,27.1212121333333,"Stream",292.989990234375,16.2000007629395,-0.100000001490116,17.0240005493164,30.3819999694824,8.35999981562296
14536,741,115.7325,"FW08WY009","21-May-09","XER",-108.8500178,43.53973555,20.83,3.104,2976.38,2293.14,1903.4,0,0.512,0.941,0,8.377,1.833,88.816,25.627,1.218968431,0.2265,0,44.5454545333333,"Stream",305.720001220703,13.5799999237061,-2.16000008583069,14.1719997406006,37.568000793457,6.99999992052714
14537,65,4.0306,"FW08WY010","22-Jul-09","WMT",-110.9098524,43.85891709,40.23,1.5147,3177.88,2754.56,2255,0,0,0,0,32.515,0,64.572,11.798,1.246531963,0.3971,2.7272727,30.0378788,"Stream",1288.31005859375,9.14000034332275,-4.61999988555908,10.8689999580383,70.3400001525879,157.816668192546
14538,408,80.6013,"FW08WY012","19-Jun-09","XER",-108.3546138,44.99127359,56.03,0.928,2676.05,1928.58,1243.79,0.051,0.52,0.031,0,34.421,1.358,62.642,138.329,1.497048312,0.4832666667,4.5454545,35.2651515,"Stream",158.479995727539,15.289999961853,-0.0900000035762787,16.4070001602173,22.8879999160767,5.43666668732961
14540,680,218.3463,"FW08WY016","5-Jul-09","NPL",-106.1858538,42.85201814,47.87,5.28,3947.55,2223.63,1542.22,2.503,0.542,2.385,0.803,13.979,2.721,79.104,32549.63,2.1572043,1.068,3.1818182,29.5454545333333,"Stream",334.670013427734,15.9200000762939,0.829999983310699,16.4470003128052,39.8800006866455,17.3233334223429
14542,248,112.7663,"FW08WY021","13-Jul-09","XER",-109.3830269,44.4789671,64.85,1.2,3714.61,2592.56,1664.88,0.284,0.092,0.227,0.212,51.525,0.303,42.564,1880.872,1.182068827,1.368080808,1.8181818,13.2196969666667,"Stream",255.190002441406,14.1499996185303,-0.529999971389771,14.4589998245239,30.7480004310608,12.0933331648509
14544,431,71.6075,"FW08WY025","18-Jun-09","NPL",-107.0447579,44.81825933,68.1,6.416,2602.56,1459.54,1194.2,0.619,0.302,15.095,0,12.173,8.406,64.284,67.491,1.582690966,0.4625333333,2.2727273,59.5833333333333,"Stream",421.640014648438,15.0799999237061,-0.419999986886978,16.1099996566772,39.5439998626709,25.7133334477743
14546,791,323.6225,"FW08WY028","25-Jun-09","XER",-110.5350517,42.05064169,27.93,8.464,2783.18,2425.12,2269.96,0,0.637,0,0,31.872,0.292,67.836,5.541,1.389653921,0.1357333333,13.1818182,44.5454545333333,"Stream",431.739990234375,10.8800001144409,-5.26999998092651,11.5989998817444,35.4340003967285,34.4566656748454
14547,183,94.8313,"FW08WY029","14-Jul-09","XER",-107.9009143,44.26445048,75.18,3.824,4009.1,1907.88,1191.11,0.195,0.359,1.783,0.401,13.854,0.932,82.581,4949.962,1.561185244,1.224,4.5454545,44.6212121333333,"Stream",180.190002441406,16,-0.509999990463257,17.8469993591309,18.9099996566772,6.17999978860219
14548,299,40.3994,"FW08WY039","20-Jul-09","NPL",-106.3667893,42.82883699,67.78,0.96,3947.55,2252.94,1558.75,0.991,0.524,2.388,0.608,14.713,2.799,78.475,30680.449,2.169765923,1.243,6.8181818,48.9772727333333,"Stream",386.239990234375,15.6700000762939,0.649999976158142,16.4710000991821,48.1340007781982,20.8733336130778
14549,298,36.7875,"FW08WY040","8-Jul-09","XER",-110.0007303,41.96621382,46.78,4.048,4201.07,2446.03,1942.28,0.556,0.325,5.587,0.591,17.702,4.671,69.054,11415.463,1.145018192,1.761,68.1818182,39.6212121333333,"Stream",183.910003662109,12.9899997711182,-4.40999984741211,14.2350002288818,19.456000328064,3.00666670004527
14550,62,19.265,"FW08WY044","9-Jul-09","WMT",-110.6890213,42.81299112,40.32,0.736,3448.52,2668.98,2121.78,0.015,0.201,0.051,0,52.84,1.3,45.164,337.16,1.228809791,0.708,3.6363636,46.8560606,"Stream",741.429992675781,10.9399995803833,-5.55999994277954,11.5200000762939,56.1279991149902,80.5300013224284
14551,667,184.0475,"FW08WY045","20-Jun-09","XER",-108.4333778,44.50771059,36.52,10.528,2246.95,1624.15,1326.94,0.013,0.259,0.335,0.841,0.201,1.586,96.722,836.541,1.310052979,0.4396666667,14.0909091,44.9621212,"Stream",186.110000610352,15.2600002288818,-0.140000000596046,16.7480003356934,29.421999835968,6.32000009218852
14552,458,74.2225,"FW08WY047","7-Jul-09","XER",-106.9378444,41.63838356,25.37,NA,3947.55,2571.95,1987.58,0.529,0.695,5.784,0.565,36.337,4.453,51.351,8929.601,2.380262569,1.512,8.6363636,42.8030303,"Stream",248.960006713867,13.7799997329712,-1.14999997615814,14.8469997406006,29.293999671936,15.4300000667572
14553,171,53.3675,"FW08WY052","11-Jul-09","XER",-110.0331779,42.87580919,64.28,1.152,4201.07,2643.22,2176.44,0.184,0.31,5.813,0.257,29.061,8.267,54.297,2234.427,1.241157419,1.137,3.6363636,43.5606060666667,"Stream",271.709991455078,10.6700000762939,-6.90000009536743,11.4099998474121,37.4440000534058,16.0499998728434
14554,369,34.0906,"FW08WY056","24-Jun-09","XER",-109.1163938,42.5468946,77.63,NA,3185.93,2744.73,2505.14,0,0,0,0,81.639,0.284,17.885,17.414,1.120482326,0.4061333333,5.4545455,48.4469697,"Stream",517.869995117188,9.07999992370605,-4.09999990463257,11.639999961853,45.3119998931885,35.8933334350586
14555,508,95.4525,"FW08WY057","21-Jun-09","XER",-108.0489845,43.94113281,9.38,10.624,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.0377,5.4545455,12.5757575666667,"Stream",209.449996948242,15.7799997329712,-0.449999988079071,17.6479997634888,21.4479999661446,4.12333329518636
14556,560,108.7688,"FW08WY062","13-Jun-09","NPL",-104.1928541,43.60296301,35.17,6.304,1978.91,1342.32,1131.91,2.155,0.558,0.107,0.811,12.102,0.779,85.874,2235.433,1.551073484,0.5483,4.0909091,38.7878788,"Stream",366.399993896484,16.7099990844727,0.939999997615814,18.5509998321533,37.6299995422363,6.22333335876465
14557,1073,37.9238,"FW08WY068","12-Jul-09","XER",-109.9336498,42.56246275,56.37,1.552,4168.61,2562.56,2070.29,0.957,0.298,5.995,0.763,19.07,3.459,67.274,3235.879,1.006694999,1.283,5,41.2121212,"Stream",201.229995727539,11.6599998474121,-6.40999984741211,12.258000087738,33.7899998664856,3.01666673024495
14558,1688,629.338,"FW08WY070","16-Jun-09","NPL",-104.9554613,44.74978275,39.25,5.96,1449.45,1266.55,1166.97,0.094,0.428,0.678,0,0.244,1.081,97.96,316.866,1.778345071,0.4022,33.1818182,43.7121212,"Stream",409.890014648438,14.8699998855591,-0.330000013113022,16.2709997177124,40.223999786377,12.0799999237061
14559,306,87.68,"FW08WY071","19-Jul-09","NPL",-105.3890148,42.68898149,68.78,3.632,3947.55,2179.7,1445.88,2.554,0.541,2.387,0.834,13.822,2.702,79.183,36514.881,2.161756843,0.979,2.7272727,54.5454545333333,"Stream",327.170013427734,16.1599998474121,0.239999994635582,16.6469997406006,36.202000617981,16.1933336257935
14560,373,49.3031,"FW08WY075","11-Jun-09","NPL",-105.9735963,42.76846084,89.02,NA,2747.16,2228.35,1602.89,0.029,0.454,1.239,0,27.944,4.32,66.481,407.309,2.275890787,0.6281818182,4.0909091,18.8636363666667,"Stream",327.019989013672,15.2399997711182,0.419999986886978,15.4529998779297,40.5840003967285,14.9266667366028
14561,749,138.5513,"FW08WY077","17-Jun-09","NPL",-106.6561183,44.03176617,47.35,5.632,2501.29,1729.05,1409.53,0.09,0.369,1.371,0.681,17.721,2.388,77.554,287.632,1.73523062,0.561,52.7272727,31.7424242333333,"Stream",285.329986572266,15.2700004577637,-0.259999990463257,16.3310001373291,50.2759998321533,9.15666683514913
