"SITE_ID","UID","DATE_COL","AGGR_ECO9_2015","LAT_DD83","LON_DD83","TP","TN","DEPTH","MMI","CHLA","aqveg","Rveg","NDEP","AG_PCT","URBAN_PCT","FOREST_PCT","WETLAND_PCT","ROADDEN","POPDEN","ELEVMAX","ELEVMEAN","ELEVMIN","SHRUB_GRASS_PCT","WS_AREA","Type","PrecipNorm","TMAX","TMIN","Tsummer","PrecipSummer","PrecipWinter"
"NLA12_ND-114",7350,"7/23/2012","NPL",46.83158041,-99.7647378,153,1564,1.9,55.1,17.28,9.25,12.4368686833333,3.39168,34.37088,3.667769,0.016568,3.963266,1.45693,4.2198966069,677.97,561.4310156,525.51,52.02278,494.3196,"Lake",485.320007324219,11.9700002670288,-0.75,17.9910001754761,56.9460008859634,8.33333349227905
"NLA12_ND-115",6189,"5/16/2012","NPL",46.82604195,-100.6342083,70,1509,9,34.8,7.48,50,19.2999142333333,3.390429,54.198385,7.372217,0.017171,0.938698,2.39428,338.98047083004,604.95,555.22,525.68,35.9739,15.7239,"Lake",471.440002441406,12.5699996948242,-0.600000023841858,18.1930000305176,49.6639989614487,9.0099999109904
"NLA12_ND-118",6476,"6/7/2012","NPL",46.36786408,-99.39845029,230,2715,4,24.8,1.76,22,15.4376876833333,3.560869,47.593484,3.992348,0.055535,3.369123,1.34949,3.31489971111,652.98,617.0289844,598.69,37.405899,14.5854,"Lake",503.209991455078,11.539999961853,-0.870000004768372,17.9920001983643,33.9780000686645,12.3333331743876
"NLA12_ND-119",6852,"6/28/2012","TPL",47.73683911,-100.4387591,840,2508,2,27.8,11.64,14.5,12.2984621,3.074209,40.57635,5.200398,0,1.954289,1.49159,3.5185532148,540.2,521.6330078,516.39,21.099702,2.7171,"Lake",429.940002441406,11.4099998474121,-1.08000004291534,17.9870002746582,39.8740013599396,9.13666677474976
"NLA12_ND-126",6654,"6/19/2012","NPL",48.74897872,-102.9425695,751,3088,2,13.5,62.8,69,15.15060515,2.3975,79.032258,3.904924,0,0,0.947869,2.24714525373,754.17,744.9710156,739.04,4.75382,1.0602,"Lake",407.609985351562,10.460000038147,-2.69000005722046,16.3470001220703,49.5000009536743,13.4466667175293
"NLA12_ND-129",7482,"7/27/2012","NPL",46.71384398,-100.1527425,839,3680,2.1,NA,283.2,0.5,14.5,3.387419,30.315587,3.29269,0.025309,4.569379,1.35922,8.61658334121,677.97,560.8230078,521.82,54.171656,1191.2931,"Lake",447.890014648438,12.8100004196167,-0.610000014305115,18.48899974823,45.9380000591278,8.67000023523966
"NLA12_ND-131",7707,"8/6/2012","NPL",46.61482047,-101.8950983,36,1140,15,30.2,2.917333333,4.4444444,15.30075165,2.23706,52.949245,4.580897,0.291155,1.109646,1.60601,36.737195157,933.19,767.61,626.72,40.263498,4440.1194,"Lake",425.440002441406,12.75,-0.959999978542328,17.9740003585815,45.1999999046326,8.07000017166138
"NLA12_ND-134",7067,"7/10/2012","NPL",46.02278583,-99.29204583,302,2336,5.1,42,24.4,35.25,12.4958881166667,3.610889,27.772937,4.30266,0.134039,0.482541,1.01046,2.66064233721,638.03,608.8069922,589.81,52.838282,13.4289,"Lake",505.890014648438,11.8999996185303,-0.5,18.4159994125366,36.638000202179,11.0166668891907
"NLA12_ND-139",6538,"6/12/2012","NPL",47.90420192,-101.0598295,131,2668,3.5,20.6,2.732,28.25,19.61858975,2.98019,36.215377,5.151437,0.750712,11.623091,1.31885,6.63555438,670.01,652.1980078,644.27,30.805074,3.4767,"Lake",457.109985351562,10.9300003051758,-1.19000005722046,17.8279998779297,38.6759998321533,10.2166670163472
"NLA12_ND-145",7701,"8/6/2012","NPL",47.08001327,-99.73058586,91,1373,3,49.1,20.36923077,5,1.15,3.283829,14.922481,3.682171,0,0.968992,1.53079,2.56897741113,549.52,537.96,529.24,53.875969,0.4644,"Lake",468.790008544922,11.3400001525879,-1.13999998569489,17.7539999008179,42.5760003060102,8.32666683197021
"NLA12_ND-146",6546,"6/12/2012","TPL",48.914933,-100.4334397,128,2693,2.3,39.7,24.96,26.25,24.1230158833333,3.199579,17.135086,4.850408,23.617407,5.303717,1.41426,19.50738769161,699.18,672.7389844,658.48,28.286491,1.9854,"Lake",487.200012207031,8.55000019073486,-3.32999992370605,15.7500005722046,42.4039995193481,9.81333351135254
"NLA12_ND-149",7417,"7/25/2012","NPL",47.06803402,-99.0799129,1254,6200,4.3,15.7,164,6.9444444,8.30706413333333,3.270309,1.84438,4.610951,0,2.017291,1.24287,3.91784938311,579.74,560.2339844,544.51,70.259366,1.5615,"Lake",490.809997558594,11.1000003814697,-1.07000005245209,17.7080003738403,42.8499999046326,8.95000012715658
"NLA12_ND-151",6697,"6/20/2012","NPL",47.2749168,-100.3980476,272,3125,2.5,56.3,48.96,12.5,13.6111111166667,3.202029,25.267063,1.893431,0,3.761274,0.744838,3.9666214848,620.29,594.0639844,586.7,41.188511,14.0697,"Lake",455.600006103516,11.4899997711182,-0.829999983310699,18.1840000152588,47.9700006484985,7.09666665395101
"NLA12_ND-155",6693,"6/20/2012","NPL",48.35144139,-102.1406782,3590,5119,1.7,16.7,0.708,2.2727273,15.3137440333333,2.5833,15.450965,2.208705,0.024929,3.141048,0.970435,4.63038153201,707.74,676.96,644.88,72.02473,18.0513,"Lake",435.329986572266,10.6099996566772,-2.24000000953674,16.5930002212524,40.6279990673065,9.3266666730245
"NLA12_ND-156",7858,"8/13/2012","NPL",47.17037042,-99.24800631,432,3590,4.5,34.6,78.56,29.5,15.94594595,3.04186,7.364501,2.896152,0.79989,10.274445,0.540186,3.91784938311,611.27,591.3710156,580.42,51.192939,6.5259,"Lake",495.359985351562,10.8999996185303,-1.37999999523163,17.5419998168945,49.6180006980896,9.45666662851969
"NLA12_ND-160",7543,"7/31/2012","NPL",47.17341262,-99.77111166,53,1981,3.1,NA,7.24,3.5,7.22222221666667,3.277899,33.769538,3.853144,0,1.78117,1.22199,2.56897741113,565.05,552.5019922,540.18,42.820792,2.4759,"Lake",465.970001220703,11.1899995803833,-1.20000004768372,17.6470001220703,43.9759994268417,8.99333333969116
"NLA12_ND-162",6577,"6/13/2012","TPL",48.55085513,-99.92530218,88,1958,3,30.3,21.6,32.25,17.80555555,3.025729,40.674303,2.831208,0.086449,14.674736,0.976343,5.78183928621,519.44,495.4480078,485.31,25.26475,4.1643,"Lake",461.600006103516,9.94999980926514,-2.6800000667572,16.3499996185303,45.9500003814697,11.193333307902
"NLA12_ND-163",6599,"6/14/2012","NPL",46.54392165,-104.028258,138,1953,2.5,44.2,27.2,72.75,14.2094074333333,2.0938,0,0,0.221839,0.640867,0.017203,4.31095806531,983.03,941.515,907.29,97.313286,3.6513,"Lake",366.75,13.2200002670288,-0.189999997615814,18.6230005264282,29.0440001487732,9.8600001335144
"NLA12_ND-164",7418,"7/25/2012","NPL",47.13839584,-99.13252314,333,3373,4.8,20.7,39.4893617,0,12.7222222333333,3.125829,31.227793,1.934465,0.434268,2.881958,2.18035,3.91784938311,586.08,564.5610156,552.91,34.85985,2.2797,"Lake",489.660003662109,11,-1.21000003814697,17.6279998779297,45.3619999408722,9.22666645050049
"NLA12_ND-167",6853,"6/28/2012","NPL",47.3986724,-100.8114446,322,3775,4,11.9,42.576,6.5,16.3963964,3.025399,41.567934,3.351578,0.106246,7.050869,1.45775,6.98416444401,611.13,568.8569922,552.79,43.245332,27.954,"Lake",437.130004882812,11.8000001907349,-0.949999988079071,17.9970001220703,44.860000371933,8.11000021298726
"NLA12_ND-172",7526,"7/30/2012","NPL",47.20188944,-99.35239064,317,2713,3.3,31.3,82.24,29.5,16.04580735,3.227979,15.538025,1.870728,0.050354,4.931641,0.829858,3.91784938311,652.25,592.055,562,62.979126,58.9824,"Lake",502.720001220703,11.0299997329712,-1.37999999523163,17.5590002059937,50.3140000343323,9.05000019073486
"NLA12_ND-173",6717,"6/21/2012","NPL",46.40002555,-99.28218473,81,1831,2.8,46.9,3.004,33.75,12.3666666666667,3.56396,33.028148,2.991085,0.044075,1.722929,0.881247,3.31489971111,645.39,608.6069922,580.89,52.002404,44.9235,"Lake",511.010009765625,11.6099996566772,-0.740000009536743,18.1090000152588,43.6780000686646,11.4566663106283
"NLA12_ND-178",6594,"6/14/2012","TPL",48.95477319,-99.83321117,51,950,7.5,54.4,2.868,29.5833333,28.0902777833333,3.15942,14.157706,3.763441,42.616487,5.197133,2.22735,43.081375662,680.13,659.45,650.56,2.114695,2.511,"Lake",547.940002441406,8.52999973297119,-3.16000008583069,15.3699998855591,46.4500010490417,10.3433332443237
"NLA12_ND-186",6636,"6/18/2012","NPL",48.57418374,-103.6650787,68,1194,1.5,30.6,8.16,70,16.3461200666667,2.139879,70.385931,4.241012,0.008966,3.430211,1.3792,2.9485482156,708.12,652.6460156,601.57,19.077506,70.2639,"Lake",369.190002441406,11.7299995422363,-1.75999999046326,17.4079999923706,37.5700005173683,6.54666662216187
"NLA12_ND-187",6865,"6/26/2012","NPL",48.00697014,-101.5324187,43,1054,10.7,36.5,7.04,13.75,12.23506325,2.82836,48.336172,4.520159,0.238501,4.667802,1.31557,6.88053894411,652.83,630.7880078,620.29,30.709824,7.9245,"Lake",435.929992675781,11.0299997329712,-1.44000005722046,17.5580001831055,38.9300000667572,9.64333335558573
"NLA12_ND-190",7649,"8/2/2012","TPL",48.54728662,-99.18516789,359,4781,1.1,45.9,229.7142857,7,1.60246913333333,3.138299,14.151605,5.939639,0,9.878926,1.23447,5.896630233,463.86,454.8389844,448.36,62.747851,10.2582,"Lake",470.170013427734,9.48999977111816,-2.41000008583069,16.1530004501343,58.7440010070801,7.98666683832804
"NLA12_ND-193",7449,"7/26/2012","NPL",47.08352059,-99.22730879,279,3333,3.4,18.9,81.12,0,18.8199855666667,3.026439,16.691199,2.05299,0.697242,4.547567,0.779951,3.91784938311,628.07,579.765,549.76,60.849861,23.2344,"Lake",490.559997558594,11.1499996185303,-1.13999998569489,17.7009998321533,45.8100011825561,9.59000015258789
"NLA12_ND-194",7559,"7/31/2012","TPL",48.72020198,-102.1149998,599,5738,2.4,27.2,460.8,15.5,22.2015765666667,2.6145,63.147946,4.612357,0.216845,3.429651,1.62526,4.4859403797,736.51,588.0380078,544.33,18.322702,882.7983,"Lake",439.510009765625,10.5699996948242,-2.11999988555908,17.1279998779297,42.9560001373291,10.9266665776571
"NLA12_ND-196",6964,"7/5/2012","NPL",47.24136596,-99.83730412,91,1901,4,24,17.17333333,30,15.3911065,3.24443,12.965964,2.61382,0.014734,3.524385,1.07118,2.56897741113,631.19,574.5080078,555.43,62.672757,30.5415,"Lake",464.829986572266,11.0100002288818,-1.25999999046326,17.4549999237061,55.0380009651184,8.85999997456869
"NLA12_ND-198",7645,"8/1/2012","TPL",48.87733825,-99.97954534,78,1875,1.9,NA,8.4,11.1111111,13.1991502333333,3.13591,0,7.373272,58.294931,5.990783,2.64122,27.762620808,665.81,653.46,645.92,11.751152,0.3906,"Lake",497.859985351562,8.64000034332275,-3.24000000953674,15.4440000534058,39.9020000457764,10.6400003433228
"NLA12_ND-199",8150,"8/22/2012","TPL",47.848299,-100.278256,61,2515,1.9,28.6,6.24,47,17.1510164166667,3.15119,66.925926,2.851852,0,9.148149,1.1987,5.75505878961,511.33,497.0869922,489.28,10.407407,2.43,"Lake",447.730010986328,11,-1.60000002384186,17.3889999389648,39.9519999504089,9.41000000635783
"NLA12_ND-202",7644,"8/2/2012","NPL",48.6652108,-103.0632567,67,4213,2.1,NA,39.2,5,0.74012345,2.349859,76.174637,7.401247,0,0.33264,1.87942,1.98965362791,710.76,697.7829688,684.23,7.484407,2.1645,"Lake",394.510009765625,10.5600004196167,-2.44000005722046,16.5390003204346,49.635999584198,11.4266665776571
"NLA12_NE-101",7344,"7/22/2012","SPL",40.06311139,-99.29220135,219,923,10.2,22.9,27.36,1,13.6565382833333,3.75604,50.263496,3.227474,0.16527,0.863696,1.18602,11.62379483031,1818.66,1033.49,572.33,45.221839,48696.7086,"Lake",608.840026855469,18.3899993896484,3.84999990463257,22.4989994049072,40.4500007629395,17.1099998553594
"NLA12_NE-102",8067,"8/18/2012","SPL",42.53266913,-100.5913352,498,7750,1.6,25.2,182.6666667,25.5,15.1765873,3.935339,0,0,0,10.727497,0.6467,0.78972162087,930.33,903.565,889.4,81.0933,2.1897,"Lake",566.570007324219,16.1399993896484,1.87000000476837,21.5889995574951,28.3799999237061,16.0066672166189
"NLA12_NE-103",1000085,"7/19/2012","SPL",40.36174467,-100.7041992,310,1058,4.4,NA,32.26666667,1,23.8645582833333,4.648159,37.864594,2.046789,0.164125,0.94099,1.00276,4.9784269782,1055.54,931.2379688,784.99,58.53594,1709.253,"Lake",520.140014648438,18.0900001525879,2.75999999046326,21.8079998016357,36.6920011520386,10.3033333222071
"NLA12_NE-104",1000088,"7/23/2012","SPL",41.76432182,-98.65979155,237,2304,2.7,36.4,157.86,12.25,21.8045981833333,5.74264,2.946089,0.812199,0.43112,2.91529,0.636349,3.60756858111,786.27,688.8920313,609.45,92.36227,1276.9776,"Lake",672.02001953125,16.1700000762939,2.48000001907349,21.2560001373291,32.7639994621277,19.3999998569489
"NLA12_NE-105",8028,"8/17/2012","SPL",42.50469691,-100.5300766,450,3663,3,36.2,48.467,72.5,9.06231231666667,3.979779,0.162707,0.455581,0,9.664822,0.348403,0.78972162087,933.23,902.1779688,887.92,77.231804,8.2971,"Lake",561.340026855469,16.1299991607666,1.71000003814697,21.3600006103516,25.7939994812012,15.5766662756602
"NLA12_NE-106",7369,"7/23/2012","TPL",41.03542015,-96.83772744,144,1905,2.8,47.7,98.66666667,16.5,22.3616646166667,6.149109,48.337245,3.21038,6.695302,0.115131,0.938703,54.28437481701,478.51,434.0710156,389.13,39.295045,20.3247,"Lake",740.140014648438,16.6499996185303,4.32000017166138,22.2099998474121,58.3120002746582,31.2766667207082
"NLA12_NE-107",7775,"8/8/2012","SPL",41.7876174,-102.5218866,277,4450,1.1,43.1,28,34.5,15.1758349333333,2.764869,0,0,0,15.602625,0.909966,1.47223060569,1225.89,1181.23,1165.48,79.783214,27.1512,"Lake",443.950012207031,16.8899993896484,1.25999999046326,20.7029996871948,18.2920000076294,6.19333346684774
"NLA12_NE-108",8029,"8/17/2012","SPL",42.45261113,-100.6479949,673,6225,1.6,NA,269.3333333,11.75,15.9702982166667,3.918109,0,0,0.042489,0.649469,0.409769,0.78972162087,988.68,921.97,904.07,83.738998,14.8275,"Lake",551.25,16.1599998474121,1.60000002384186,21.4040002822876,28.1139993667603,16.0166668097178
"NLA12_NE-109",1000084,"7/20/2012","SPL",41.03740677,-100.7757749,59,723,6,39.4,12.01333333,2.7777778,16.2575424833333,4.964529,3.39922,5.73311,0.173731,1.547186,1.29125,20.99484484851,947.3,925.425,907.71,64.355722,27.4563,"Lake",526.179992675781,17.0599994659424,2,21.4649997711182,20.2840003967285,9.01333324114482
"NLA12_NE-110",7405,"7/24/2012","TPL",40.32809914,-96.53200107,1399,4163,1.5,40.1,257.6,6,25.09455255,5.869929,81.781417,3.112053,1.445058,0.093707,1.47191,20.5910938974,453.19,441.6810156,424.07,12.033932,18.2484,"Lake",818.590026855469,17.0499992370605,4.71999979019165,22.5690002441406,52.7899988174438,40.9033331871033
"NLA12_NE-111",7830,"8/10/2012","SPL",41.95667791,-103.5261925,140,838,2.4,36.1,7.428571429,57.1428571,9.73639455,1.834669,9.386075,3.44118,0,1.223277,2.15324,26.15967340701,1378.93,1285.42,1253.86,73.316566,7.8723,"Lake",388.170013427734,17.2299995422363,1.21000003814697,21.0430000305176,19.632000221312,7.80000019073486
"NLA12_NE-112",7840,"8/12/2012","SPL",42.92365358,-102.0414043,128,1905,1.4,46.9,5.28,75.25,10.6939453166667,2.95665,3.400322,0.467544,0.034535,11.037762,0.533854,5.8679849436,1147.31,1088.43,1058.13,83.681114,67.7583,"Lake",480.089996337891,15.8599996566772,0.980000019073486,20.2279998779297,25.9279998779297,11.7933330535889
"NLA12_NE-113",8066,"8/19/2012","SPL",42.26770048,-99.24832415,268,5600,2.5,34.5,120.8,22.7777778,13.3982683833333,5.65381,0,0,0,0,1.43055,1.86740609991,762.14,737.1020313,728.86,68.43318,0.3906,"Lake",616.289978027344,15.7799997329712,2.02999997138977,20.6700000762939,43.3620002746582,16.3833334843318
"NLA12_NE-114",1000086,"7/22/2012","SPL",41.32198742,-98.90067497,241,330,10.5,NA,5.82,0,22.14087765,5.79144,11.376881,3.688732,0.762121,0.290086,1.34028,11.8181761698,735.5,681.5679688,642.82,72.893226,104.8653,"Lake",672.570007324219,16.4599990844727,2.39000010490417,21.1640003204346,28.6380001544952,17.5900003910065
"NLA12_NE-121",7960,"8/15/2012","SPL",42.51739225,-100.5028037,374,8475,1.6,NA,218.6666667,35.8333333,15.1151151166667,4.02566,0.367709,1.464089,1.062645,11.419222,0.834,0.78972162087,946.44,892.4020313,880.69,62.736565,26.6787,"Lake",562.02001953125,16.1299991607666,1.73000001907349,21.2879999160767,24.561999797821,15.2666672070821
"NLA12_NE-125",7926,"8/14/2012","SPL",42.55808515,-100.5237021,455,9088,1.5,19.3,212,21,19.8561126,4.0341,0,0,0,10.609613,0.987348,0.78972162087,926.22,893.4510156,879.37,76.143025,1.5354,"Lake",564.77001953125,16.1100006103516,1.74000000953674,21.4129997253418,27.8059997558594,15.7500002384186
"NLA12_NE-127",8159,"8/22/2012","SPL",42.0197906,-102.436373,566,17400,1,18.3,19.73333333,34,10.9027322833333,2.75494,1.311599,1.473384,0.002957,5.318628,1.23804,1.16658070581,1286.12,1201.72,1176.79,87.472015,213.0606,"Lake",419.440002441406,16.4500007629395,0.959999978542328,20.4819997787476,15.2259998053312,6.97666649023692
"NLA12_NE-129",7435,"7/25/2012","TPL",41.38619711,-96.48110256,225,2109,2,NA,160.64,0,6.82097776666667,6.581719,3.405573,25.0774,4.901961,4.798762,2.10374,158.457919191,388.93,361.8589844,359.04,10.474716,1.7442,"Lake",774.559997558594,16.3099994659424,4.23000001907349,22.4630001068115,49.1319989442825,28.8199992179871
"NLA12_NE-133",1000093,"7/24/2012","SPL",42.10977927,-98.56233501,96,1999,1.2,53.9,2.66,72.75,21.1654908833333,5.881209,1.541284,1.981651,0,0.880734,0.930477,6.77719834311,627.28,623.14,620.22,59.59633,2.4525,"Lake",667.969970703125,15.789999961853,2.47000002861023,21.1770004272461,37.0679996967316,16.9533327420553
"NLA12_NE-135",8124,"8/21/2012","SPL",41.92340362,-102.3884007,3636,51313,1,18.2,233.6,1,17.80205205,2.87205,0,0,0,2.75762,1.70533,1.47223060569,1213.93,1190.03,1179.52,75.907112,0.6201,"Lake",431.320007324219,16.4799995422363,1.12000000476837,20.5279998779297,13.4620001316071,6.55666661262512
"NLA12_NE-149",8243,"8/24/2012","SPL",40.94645984,-100.2425074,421,4500,1.4,34.9,248,1,18.6804179333333,5.57736,0,22.580645,0,31.797235,3.69748,16.0992742404,795.26,789.7879688,788.38,29.493088,0.1953,"Lake",581.030029296875,17.1200008392334,2.6800000667572,21.7310001373291,27.0419997215271,11.293333530426
"NLA12_NE-154",8220,"8/26/2012","TPL",40.57928385,-96.84481374,873,3513,2.5,47,114.9333333,1.5,12.8053721666667,5.823239,61.57377,3.978143,8.039344,0.209836,1.4187,38.42353505601,464.76,434.935,408.98,23.47541,20.5875,"Lake",758.880004882812,17.2199993133545,4.78999996185303,22.6979999542236,49.1959999084473,40.3666667938232
"NLA12_NE-156",8221,"8/24/2012","SPL",42.35166617,-101.2441503,1156,12875,1,NA,424,25.5,12.1753246833333,3.78795,0,0,0.430108,0.071685,0.008244,0.75608283075,1091.77,1046.03,1015.32,89.318996,1.2555,"Lake",547.669982910156,16.0699996948242,1.39999997615814,20.7819999694824,18.5620001792908,15.3233331044515
"NLA12_NE-157",8301,"8/29/2012","TPL",41.09244722,-96.35328376,47,691,21.6,16.7,15.76,1,14.6484116166667,6.74315,14.467339,0.482245,0,0.219202,3.35284,28.730500071,329.57,324.8790039,322.69,38.57957,2.0529,"Lake",770.010009765625,16.6900005340576,4.42999982833862,22.7120002746582,51.6360008239746,30.4466669559479
"NLA12_NE-158",8326,"8/30/2012","SPL",40.16908467,-96.83069073,697,2396,2.9,NA,5.48,0.5,26.4744965833333,5.50501,79.136076,3.8504,1.059895,0.055203,1.49039,17.802814263,438.4,424.8010156,400.92,14.245101,32.607,"Lake",796.630004882812,17.5900001525879,4.84000015258789,22.7360000610352,52.2219997406006,39.016666730245
"NLA12_NE-160",8186,"8/23/2012","SPL",41.93354662,-103.4942217,81,616,7.5,NA,21.37142857,0,17.9243344333333,1.855849,7.1054,6.092192,0.190988,9.614139,2.64049,26.15967340701,1380.2,1274.65,1253.71,52.427813,27.8028,"Lake",389.130004882812,17.1900005340576,1.27999997138977,21.2270000457764,21.0400001525879,7.8600001335144
"NLA12_NE-166",8242,"8/25/2012","SPL",40.72029355,-99.69727541,104,900,5.3,23.7,24.1,3,15.4615199666667,5.29104,0,14.634146,0,0,4.01024,24.3628704345,724.13,721.3429688,720.17,43.902439,0.1107,"Lake",592.380004882812,17.0900001525879,3.0699999332428,21.3729995727539,29.6480006217957,12.1266665458679
"NLA12_NE-170",8248,"8/27/2012","TPL",40.76510679,-96.85405546,319,4025,3.5,NA,248.76,0,18.13585955,6.001339,27.173357,3.607144,9.591144,0.551188,1.51489,56.170149126,467.23,413.4739844,374.37,56.207266,38.6982,"Lake",761.010009765625,16.9599990844727,4.51999998092651,22.5470001220703,49.5820001602173,37.6966671943665
"NLA12_NH-101",6670,"6/19/2012","NAP",43.83668383,-71.09323178,22,145,6.1,67.5,2.344,38.75,27.5355015333333,3.323189,1.586473,2.877893,85.878347,1.761235,1.5949,96.05935952301,528.21,249.0380078,126.18,6.470722,39.654,"Lake",1233.23999023438,13.6099996566772,0.370000004768372,17.2529998779297,133.914000701904,77.7733351389567
"NLA12_NH-102",7104,"7/11/2012","NAP",44.84033593,-71.13438995,20,388,3.1,66,5.408,4.5,33.1182713166667,2.892509,0,0,89.175871,5.335599,0.988448,5.17466793051,666.02,522.4660156,444.28,2.005098,5.2965,"Lake",1102.14001464844,10.2399997711182,-1.91999995708466,15.1,128.73399810791,63.5000012715658
"NLA12_NH-103",6858,"6/28/2012","NAP",43.53695021,-71.5109902,6,133,43.9,73.6,1.74,1,25.7734866333333,3.255539,2.368452,7.400808,61.665596,3.793815,2.63477,396.23740565994,908.56,219.6419922,144.79,3.204701,1102.7079,"Lake",1139.86999511719,13.5200004577637,1.62000000476837,18.8280002593994,114.845997619629,68.4466648101807
"NLA12_NH-104",6601,"6/14/2012","NAP",43.14263278,-72.08689779,18,225,9.1,49.6,3.948,14,22.5178317833333,4.141419,1.054554,3.172127,85.594214,4.3585,1.65326,63.342867432,751.7,476.1169922,393.82,0.650631,74.4201,"Lake",1287.67004394531,12.8800001144409,1.5,17.7319999694824,111.923999023438,75.1233317057292
"NLA12_NH-105",6812,"6/26/2012","NAP",42.7329984,-72.10333954,27,414,2.5,46.1,3.8,44.1666667,17.3769232166667,3.76546,2.512208,3.340175,79.336211,8.123982,1.95023,199.87444151103,377.73,312.1919922,269.82,1.825773,12.7179,"Lake",1195.18994140625,13.5500001907349,1.44000005722046,18.2989995956421,106.953998565674,78.4399992624919
"NLA12_NH-107",7544,"7/31/2012","NAP",42.94554682,-71.23683903,18,450,2.4,64.6,6.192,61.6666667,30.5699410333333,3.3617,16.182785,7.767737,63.904378,7.716465,1.8515,651.70105635999,180.76,124.487002,89.14,4.255591,14.0427,"Lake",1162.53002929688,14.5699996948242,2.70000004768372,19.0330001831055,96.4780006408691,62.9800008138021
"NLA12_NH-108",6549,"6/12/2012","NAP",43.36765664,-71.24468602,27,266,2.7,49,3.368,54.4444444,30.6577882333333,3.38136,7.42391,11.262305,60.755035,2.920192,2.84366,555.87921186993,438.39,243.6930078,186.12,10.545805,29.8953,"Lake",1144.53002929688,13.4200000762939,2.04999995231628,18.1870006561279,110.034001159668,74.5966669718425
"NLA12_NH-109",7295,"7/19/2012","NAP",42.99011487,-72.07432508,7,125,18.9,61.8,0.6112,4.5,30.4685546333333,3.97056,0.440432,0,81.656022,0.924907,0.475787,80.96023582101,653.86,479.1,421.28,0,4.0869,"Lake",1274.67004394531,12.5200004577637,2.34999990463257,17.6719997406006,130.096002197266,77.7999979654948
"NLA12_NH-111",7231,"7/17/2012","NAP",43.38482901,-70.98609163,13,239,5.5,64.1,3.48,13.6111111,17.5350864166667,3.314379,3.429827,7.130885,71.672964,4.390893,1.92863,258.93788141598,554.93,202.9780078,73.46,7.014175,302.2893,"Lake",1256.22998046875,14.2200002670288,2.14000010490417,18.5110000610352,114.903997802734,74.0566673278809
"NLA12_NH-112",6715,"6/21/2012","NAP",42.73918269,-71.9370297,15,159,4.1,60.9,2.24,13.75,21.9083308666667,3.82222,0.368406,2.53463,85.705865,5.909225,1.56457,378.03752521002,569.93,423.4610156,369.4,1.856764,6.1074,"Lake",1241.44995117188,12.6999998092651,1.63999998569489,17.6420007705688,106.681999969482,78.4766667683919
"NLA12_NH-115",1000130,"8/7/2012","NAP",43.80812429,-71.11845765,12,248,4.3,56.7,1.984,3.5,26.8425925833333,3.28074,0.517241,4.396552,65.517241,15.258621,4.4646,110.23333620702,163.89,136.875,129.51,0,1.044,"Lake",1206.5400390625,13.6800003051758,0.340000003576279,17.4600006103516,127.20599899292,74.7699998219808
"NLA12_NJ-101",7210,"7/13/2012","NAP",40.95091108,-74.78413343,49,593,5.6,21.6,19.08571429,5.5,24.52310265,5.00082,18.648458,13.315282,59.40664,4.179421,3.00352,757.77409939998,330.04,210.3259961,175.37,0.7417,7.6446,"Lake",1210.61999511719,15.8500003814697,3.91000008583069,20.0430000305176,115.374000549316,75.3566665649414
"NLA12_NJ-102",7151,"7/12/2012","NAP",40.92768105,-74.53808878,158,828,2.4,43.8,27.9,72.25,23.5105218833333,5.054069,0,8.591932,42.68813,7.350659,5.62869,1343.11958606007,346.81,266.74,238.17,2.34678,4.6404,"Lake",1275.01000976562,15.8400001525879,3.36999988555908,19.7779998779297,113.652000427246,75.7066656748454
"NLA12_NJ-103",8676,"9/21/2012","SAP",40.76302852,-74.28588089,57,965,7.5,32.1,35.76,0,21.3251543666667,5.086209,0.514772,76.656222,18.390033,1.357804,7.00662,7118.32826218098,197.04,146.592002,97.53,0.358102,12.0636,"Lake",1258.13000488281,16.7099990844727,5.38000011444092,20.9889999389648,98.8199996948242,69.3433354695638
"NLA12_NJ-104",7209,"7/15/2012","CPL",39.97091954,-74.5712097,39,399,3.6,68,21.64,22.25,27.77479755,4.486889,2.909548,19.253757,40.841094,23.943775,3.2468,1101.70403335005,60.76,32.80580078,15.4,7.507,78.7545,"Lake",1168.11999511719,18.0900001525879,6.40999984741211,21.7399997711182,116.266000366211,68.0599981943766
"NLA12_NJ-105",8545,"9/13/2012","NAP",41.14260568,-74.40940536,12,426,1.4,68,3.216,48.8888889,18.1505457333333,5.19638,0,0,78.32351,16.69941,1.37098,378.17738726001,447.64,378.1289844,347.83,0,1.3743,"Lake",1343.9599609375,14.6300001144409,3.76999998092651,19.4420001983643,117.682000732422,79.3133316040039
"NLA12_NJ-106",8591,"9/14/2012","NAP",41.03000369,-74.30117131,87,1003,4.4,38.8,105.84,63,21.0371433166667,5.069009,0.163829,7.329581,80.974428,9.331149,1.46704,1349.61274019988,379.27,242.5369922,68.96,0.042738,12.6351,"Lake",1213.07995605469,16.5499992370605,5.26000022888184,20.9079998016357,104.786000061035,71.5700003306071
"NLA12_NJ-107",6800,"6/26/2012","NAP",41.24716907,-74.52116845,49,465,2.9,26.3,15.728,10.5,20.8471336833333,4.695,0,55.621302,24.852071,0,2.88849,766.63704,335.71,315.8669922,304.78,0,0.1521,"Lake",1204.98999023438,15.0600004196167,4.03000020980835,19.8059997558594,132.687998962402,73.2266654968262
